age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
40,unemployed,married,secondary,no,1779,yes,no,unknown,5,59,7,-1,0,unknown,no
46,housemaid,married,primary,no,201,yes,no,cellular,21,91,1,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,5347,no,no,cellular,21,189,3,-1,0,unknown,no
45,management,married,primary,no,321,yes,no,cellular,30,918,4,-1,0,unknown,no
49,housemaid,married,secondary,no,211,no,no,cellular,22,220,2,-1,0,unknown,no
28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,578,1,-1,0,unknown,yes
52,management,divorced,tertiary,no,64,no,no,cellular,5,27,3,-1,0,unknown,no
42,technician,single,unknown,no,11115,no,no,cellular,30,328,1,-1,0,unknown,yes
48,blue-collar,married,primary,no,231,yes,no,unknown,9,752,3,-1,0,unknown,no
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,254,1,-1,0,unknown,yes
34,management,single,tertiary,no,1012,yes,yes,cellular,15,109,3,-1,0,unknown,no
36,services,married,secondary,no,42,yes,no,unknown,8,102,4,-1,0,unknown,no
51,technician,married,secondary,no,1174,yes,no,cellular,15,301,1,-1,0,unknown,no
29,services,single,secondary,no,441,yes,no,cellular,17,69,1,-1,0,unknown,no
27,student,single,tertiary,no,118,no,no,cellular,31,160,3,98,1,failure,yes
38,admin.,single,tertiary,no,3954,yes,no,cellular,10,201,1,182,3,failure,no
51,management,married,secondary,no,563,yes,no,cellular,20,23,6,-1,0,unknown,no
35,blue-collar,single,secondary,no,-482,yes,no,unknown,27,472,1,-1,0,unknown,no
35,technician,single,tertiary,no,226,yes,yes,unknown,6,283,3,-1,0,unknown,no
52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,167,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,346,1,-1,0,unknown,no
34,technician,married,secondary,no,1005,no,no,cellular,26,209,7,-1,0,unknown,no
34,blue-collar,single,primary,no,79,no,no,telephone,10,336,4,-1,0,unknown,yes
42,management,divorced,tertiary,no,-259,no,yes,cellular,29,149,1,-1,0,unknown,no
52,unemployed,married,secondary,no,1639,no,no,cellular,8,93,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,175,1,183,1,failure,no
28,admin.,single,secondary,no,377,no,no,cellular,30,571,1,-1,0,unknown,yes
35,management,married,tertiary,no,-4,no,no,cellular,8,129,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,no,unknown,23,100,4,-1,0,unknown,no
31,technician,married,tertiary,no,636,yes,no,cellular,4,352,4,-1,0,unknown,yes
31,admin.,single,secondary,no,358,yes,no,unknown,15,124,2,-1,0,unknown,no
37,blue-collar,married,primary,no,3977,yes,no,cellular,17,264,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,2994,yes,no,cellular,15,358,1,176,1,failure,no
37,blue-collar,married,primary,no,3051,no,no,cellular,14,386,4,-1,0,unknown,no
43,management,divorced,tertiary,no,497,no,no,cellular,13,66,1,363,22,failure,no
42,blue-collar,married,secondary,no,-355,yes,yes,unknown,5,939,6,-1,0,unknown,no
48,management,married,tertiary,no,3842,no,no,cellular,1,215,2,-1,0,unknown,yes
32,housemaid,single,tertiary,no,93,no,no,cellular,23,495,2,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,192,3,-1,0,unknown,no
32,management,married,tertiary,no,0,yes,no,unknown,5,179,1,-1,0,unknown,no
31,admin.,single,secondary,no,17,yes,no,unknown,2,52,3,-1,0,unknown,no
30,entrepreneur,married,primary,no,495,yes,no,cellular,17,384,2,-1,0,unknown,no
21,services,single,secondary,no,3033,yes,no,cellular,6,347,1,-1,0,unknown,no
45,management,married,tertiary,no,0,no,no,cellular,18,179,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1116,no,no,unknown,9,80,3,-1,0,unknown,no
34,technician,single,secondary,no,666,no,no,cellular,21,1503,2,-1,0,unknown,yes
38,blue-collar,married,primary,no,15477,no,no,unknown,20,114,2,-1,0,unknown,no
45,blue-collar,single,unknown,no,713,no,no,cellular,30,148,2,-1,0,unknown,no
33,management,single,tertiary,no,201,yes,no,cellular,19,171,1,183,1,failure,no
37,admin.,married,secondary,no,-107,yes,no,unknown,28,158,2,-1,0,unknown,no
28,technician,single,secondary,yes,-1042,yes,no,unknown,6,712,2,-1,0,unknown,yes
49,self-employed,single,secondary,no,766,yes,no,cellular,7,150,4,-1,0,unknown,no
66,retired,married,secondary,no,2048,no,no,cellular,27,212,1,-1,0,unknown,yes
32,management,single,tertiary,no,0,yes,yes,cellular,17,107,2,-1,0,unknown,no
59,retired,married,secondary,no,2291,no,yes,cellular,19,190,1,128,3,failure,no
43,management,married,tertiary,no,144,yes,no,unknown,7,131,3,-1,0,unknown,no
38,blue-collar,single,secondary,no,1911,yes,no,cellular,31,74,4,-1,0,unknown,no
33,technician,single,secondary,no,671,no,no,cellular,8,45,2,-1,0,unknown,no
33,technician,married,secondary,yes,-708,no,no,cellular,29,93,2,-1,0,unknown,no
43,technician,single,unknown,no,572,no,no,cellular,17,80,2,-1,0,unknown,no
34,housemaid,single,tertiary,no,43,no,no,cellular,25,198,8,-1,0,unknown,no
34,admin.,married,secondary,no,287,yes,no,unknown,2,149,8,-1,0,unknown,no
32,services,married,secondary,yes,-790,yes,no,unknown,3,159,1,-1,0,unknown,no
34,self-employed,married,secondary,no,173,no,no,unknown,26,36,1,-1,0,unknown,no
47,services,married,secondary,no,1160,yes,no,cellular,3,117,2,221,4,failure,no
30,admin.,married,secondary,no,1794,no,no,cellular,20,1035,1,-1,0,unknown,yes
39,technician,married,secondary,no,8,no,yes,cellular,17,333,2,96,2,failure,no
32,technician,single,secondary,no,210,yes,no,cellular,16,298,2,-1,0,unknown,no
48,unemployed,married,tertiary,no,641,no,no,cellular,28,113,1,-1,0,unknown,no
44,management,married,secondary,no,27,yes,no,unknown,29,158,1,-1,0,unknown,no
39,management,divorced,tertiary,no,295,no,no,cellular,28,68,2,-1,0,unknown,no
33,admin.,single,tertiary,no,701,yes,no,cellular,18,59,2,-1,0,unknown,no
48,services,married,secondary,no,1355,no,no,cellular,4,134,2,-1,0,unknown,no
28,self-employed,single,tertiary,no,75,yes,no,cellular,7,245,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,168,1,212,2,failure,no
43,technician,married,secondary,no,308,yes,no,cellular,3,137,3,264,4,other,no
28,technician,single,secondary,no,441,no,yes,cellular,9,171,2,-1,0,unknown,no
35,management,married,tertiary,no,178,no,no,cellular,14,76,2,-1,0,unknown,no
41,technician,married,secondary,no,190,no,no,cellular,21,12,7,-1,0,unknown,no
32,admin.,single,secondary,no,4344,yes,no,cellular,22,159,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,348,yes,no,cellular,14,14,3,358,1,other,no
30,management,married,secondary,no,-397,yes,no,unknown,27,141,3,-1,0,unknown,no
40,services,single,secondary,no,2284,yes,no,telephone,16,100,1,-1,0,unknown,no
27,management,single,tertiary,no,170,no,no,cellular,29,76,2,-1,0,unknown,no
38,management,single,tertiary,no,8953,no,yes,cellular,20,301,1,-1,0,unknown,no
42,admin.,married,secondary,no,0,yes,no,cellular,20,72,1,154,2,failure,no
49,services,married,secondary,no,153,no,no,cellular,6,123,4,-1,0,unknown,no
44,admin.,single,secondary,no,-497,yes,no,cellular,11,115,2,370,2,failure,no
39,technician,married,tertiary,no,94,no,no,cellular,7,70,2,-1,0,unknown,no
38,technician,single,secondary,no,2990,yes,no,unknown,2,612,2,-1,0,unknown,no
58,retired,married,secondary,no,35,no,no,cellular,29,336,7,-1,0,unknown,no
34,management,single,secondary,no,524,no,no,unknown,13,9,1,-1,0,unknown,no
58,admin.,married,secondary,no,3735,no,no,cellular,17,91,2,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,-289,yes,no,unknown,12,161,2,-1,0,unknown,no
45,management,married,secondary,no,1098,no,no,cellular,4,75,1,-1,0,unknown,no
38,technician,divorced,secondary,no,0,yes,no,cellular,16,867,1,-1,0,unknown,no
23,technician,single,unknown,no,710,yes,no,unknown,19,374,6,-1,0,unknown,no
60,admin.,married,secondary,no,7336,no,no,cellular,31,494,1,-1,0,unknown,no
61,retired,divorced,secondary,no,1761,no,no,cellular,7,334,3,-1,0,unknown,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,197,1,99,2,success,no
43,blue-collar,married,secondary,no,1025,yes,no,cellular,2,106,1,-1,0,unknown,no
30,management,single,tertiary,no,20261,yes,no,cellular,28,81,10,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,182,2,-1,0,unknown,no
37,unknown,single,tertiary,no,0,no,no,cellular,3,426,1,-1,0,unknown,yes
41,housemaid,divorced,primary,no,9059,no,no,unknown,6,113,1,-1,0,unknown,no
36,services,married,secondary,no,145,yes,no,cellular,2,109,1,252,2,other,no
28,management,single,tertiary,no,390,no,no,cellular,29,845,1,232,4,success,yes
53,management,married,secondary,no,478,yes,no,cellular,2,66,1,264,2,failure,no
25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,456,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,4853,no,no,cellular,31,234,2,-1,0,unknown,no
44,management,married,tertiary,no,2283,yes,yes,unknown,18,81,2,-1,0,unknown,no
39,technician,divorced,secondary,no,115,no,no,cellular,25,116,9,-1,0,unknown,no
36,admin.,married,secondary,no,1733,no,yes,cellular,22,204,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,196,yes,no,cellular,5,568,1,341,7,failure,yes
54,retired,married,secondary,no,529,yes,no,unknown,5,1492,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,96,yes,no,cellular,13,348,3,256,2,failure,yes
37,management,married,tertiary,no,727,no,no,cellular,21,176,10,-1,0,unknown,no
42,services,married,secondary,no,798,no,no,cellular,17,80,1,338,1,other,no
41,admin.,married,secondary,no,1794,yes,no,unknown,14,135,2,-1,0,unknown,no
34,technician,single,tertiary,no,2,yes,no,unknown,13,60,2,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,313,yes,yes,cellular,17,264,2,-1,0,unknown,no
36,management,divorced,tertiary,no,803,yes,no,cellular,11,143,4,-1,0,unknown,no
38,services,married,tertiary,no,535,yes,no,cellular,4,369,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,-135,yes,no,unknown,9,193,2,-1,0,unknown,no
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,110,5,-1,0,unknown,no
44,technician,divorced,secondary,no,177,yes,no,cellular,8,364,1,365,3,failure,no
27,management,single,tertiary,no,6791,no,no,cellular,24,136,5,94,30,failure,no
45,technician,married,secondary,no,144,no,no,cellular,13,299,4,-1,0,unknown,no
45,technician,single,tertiary,no,591,yes,no,unknown,26,164,1,-1,0,unknown,no
31,admin.,married,unknown,yes,-310,yes,no,unknown,28,433,3,-1,0,unknown,no
28,housemaid,divorced,primary,no,1,yes,no,unknown,8,923,1,-1,0,unknown,no
33,admin.,married,secondary,no,0,yes,no,cellular,15,120,6,-1,0,unknown,no
26,services,single,secondary,no,256,yes,no,cellular,4,101,2,-1,0,unknown,no
33,management,married,secondary,no,165,yes,no,telephone,5,126,3,258,15,other,no
27,student,single,tertiary,no,524,no,no,cellular,6,496,2,-1,0,unknown,no
26,services,single,secondary,no,162,yes,no,cellular,2,185,2,130,8,other,no
53,management,divorced,tertiary,no,195,yes,no,unknown,29,217,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,309,yes,no,unknown,13,210,1,-1,0,unknown,no
40,housemaid,married,secondary,no,2064,no,no,cellular,12,107,1,-1,0,unknown,no
34,services,single,secondary,no,1157,yes,no,unknown,21,103,2,-1,0,unknown,no
52,management,married,primary,no,740,no,no,unknown,16,206,1,-1,0,unknown,no
45,management,married,tertiary,no,-61,no,no,cellular,30,90,5,172,1,failure,no
36,services,single,secondary,no,165,yes,no,cellular,18,182,2,-1,0,unknown,no
43,self-employed,married,tertiary,no,10072,no,no,cellular,12,98,1,77,5,failure,no
54,blue-collar,single,secondary,no,1633,yes,no,unknown,4,12,1,-1,0,unknown,no
31,housemaid,married,primary,no,46,no,no,unknown,4,126,4,-1,0,unknown,no
47,admin.,married,secondary,no,29,no,yes,cellular,22,150,8,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,12,243,3,-1,0,unknown,no
37,services,divorced,secondary,no,398,yes,yes,unknown,5,214,2,-1,0,unknown,no
39,technician,divorced,secondary,no,8,no,no,cellular,29,1028,2,-1,0,unknown,no
51,services,married,secondary,no,540,yes,no,unknown,5,124,2,-1,0,unknown,no
48,admin.,divorced,unknown,no,-70,no,no,cellular,14,243,1,-1,0,unknown,no
34,admin.,single,tertiary,no,4254,yes,no,cellular,18,104,3,178,1,success,no
39,blue-collar,married,secondary,no,1751,no,no,cellular,9,178,2,-1,0,unknown,no
35,technician,single,secondary,no,1227,no,no,cellular,30,1005,5,134,10,success,yes
27,blue-collar,married,secondary,no,564,yes,no,unknown,9,257,3,-1,0,unknown,no
27,student,single,secondary,no,279,no,no,cellular,12,323,1,-1,0,unknown,yes
39,admin.,married,secondary,no,401,yes,no,cellular,17,396,1,129,2,failure,no
51,management,divorced,tertiary,no,1028,no,no,cellular,5,178,4,-1,0,unknown,no
41,blue-collar,married,primary,no,241,yes,no,cellular,21,48,1,-1,0,unknown,no
45,housemaid,married,primary,no,7353,no,no,cellular,13,536,2,-1,0,unknown,no
30,technician,single,secondary,no,0,yes,no,unknown,6,369,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,0,yes,no,cellular,7,323,3,-1,0,unknown,no
36,technician,married,secondary,no,480,no,no,cellular,20,213,1,-1,0,unknown,yes
44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,378,3,-1,0,unknown,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,153,1,-1,0,unknown,no
30,admin.,single,secondary,no,-213,yes,yes,unknown,27,751,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,98,yes,no,cellular,12,415,1,344,1,failure,no
30,blue-collar,single,secondary,no,163,yes,yes,cellular,23,123,2,-1,0,unknown,no
37,technician,married,secondary,no,123,yes,yes,unknown,6,530,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,255,yes,no,cellular,29,602,2,-1,0,unknown,no
30,admin.,single,secondary,no,-36,no,no,cellular,16,561,9,-1,0,unknown,yes
39,technician,married,secondary,no,1820,no,no,cellular,25,103,1,-1,0,unknown,no
34,unemployed,married,secondary,no,2126,yes,no,cellular,17,215,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,4,yes,yes,cellular,8,173,1,-1,0,unknown,no
37,self-employed,married,secondary,no,487,no,yes,cellular,27,155,15,-1,0,unknown,no
39,management,married,tertiary,no,-4,no,no,cellular,10,358,1,-1,0,unknown,no
57,retired,divorced,primary,no,515,yes,no,unknown,13,288,2,-1,0,unknown,no
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,115,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,372,yes,no,unknown,6,132,2,-1,0,unknown,no
26,entrepreneur,single,secondary,no,681,no,yes,unknown,27,137,1,-1,0,unknown,no
34,technician,single,secondary,no,229,no,no,cellular,22,154,2,-1,0,unknown,no
50,management,married,tertiary,no,2629,yes,no,telephone,15,59,4,-1,0,unknown,no
59,housemaid,married,primary,no,-187,yes,no,telephone,21,118,7,-1,0,unknown,no
59,retired,divorced,primary,no,606,no,no,unknown,12,54,1,526,2,failure,no
39,management,single,tertiary,no,-145,yes,no,cellular,2,268,2,196,2,failure,no
30,technician,single,secondary,no,853,no,no,cellular,3,343,1,-1,0,unknown,no
58,technician,married,secondary,no,5618,yes,no,unknown,15,113,1,-1,0,unknown,no
27,admin.,married,secondary,no,0,yes,no,cellular,6,837,1,-1,0,unknown,yes
67,retired,married,primary,no,2301,no,no,cellular,16,124,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,290,yes,no,cellular,5,128,1,336,1,other,no
49,management,married,tertiary,no,5969,no,no,cellular,30,258,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,2696,yes,no,unknown,21,445,1,-1,0,unknown,no
33,management,married,tertiary,no,334,no,no,cellular,25,87,1,-1,0,unknown,no
51,services,married,secondary,no,2248,yes,no,unknown,5,714,2,-1,0,unknown,no
29,admin.,married,secondary,no,1634,yes,no,unknown,4,402,2,-1,0,unknown,no
41,technician,married,secondary,no,2125,yes,yes,cellular,21,285,3,116,4,failure,no
26,blue-collar,single,secondary,no,341,no,no,cellular,18,225,2,-1,0,unknown,no
50,admin.,married,secondary,no,4855,no,no,cellular,5,720,2,-1,0,unknown,yes
55,entrepreneur,married,secondary,no,653,yes,no,cellular,17,193,2,186,1,failure,no
32,blue-collar,married,primary,no,244,yes,no,unknown,16,128,2,-1,0,unknown,no
58,management,married,tertiary,no,913,no,yes,cellular,8,326,6,-1,0,unknown,no
59,retired,married,secondary,no,1875,yes,no,unknown,13,77,1,-1,0,unknown,no
35,self-employed,single,primary,no,45,no,yes,unknown,6,81,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,2008,no,no,cellular,21,238,4,-1,0,unknown,no
43,technician,married,secondary,no,69,yes,yes,cellular,7,156,1,260,2,failure,no
58,retired,married,primary,no,742,no,no,unknown,20,5,1,-1,0,unknown,no
43,admin.,married,secondary,no,1625,yes,yes,cellular,21,56,1,-1,0,unknown,no
52,entrepreneur,married,tertiary,no,2309,no,yes,cellular,21,13,2,-1,0,unknown,no
46,admin.,married,secondary,no,368,no,no,cellular,20,293,1,90,4,other,yes
52,technician,married,tertiary,no,646,yes,no,cellular,20,220,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,2196,no,no,cellular,28,573,5,-1,0,unknown,yes
31,management,married,secondary,no,0,no,no,cellular,19,81,2,-1,0,unknown,no
59,services,married,primary,no,927,no,no,cellular,7,1934,2,-1,0,unknown,no
29,services,single,secondary,no,536,yes,no,telephone,2,30,5,-1,0,unknown,no
33,admin.,single,secondary,no,2548,yes,no,cellular,20,179,2,-1,0,unknown,no
44,technician,married,secondary,no,339,yes,yes,telephone,6,244,3,-1,0,unknown,no
27,technician,single,unknown,no,0,yes,no,cellular,2,168,1,-1,0,unknown,no
38,admin.,married,secondary,no,1839,no,no,unknown,23,63,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,1127,yes,no,cellular,10,455,1,-1,0,unknown,no
25,management,single,tertiary,no,430,no,yes,cellular,27,145,2,-1,0,unknown,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,156,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,0,yes,yes,cellular,26,94,1,-1,0,unknown,no
58,retired,married,primary,yes,-235,no,yes,telephone,27,93,2,-1,0,unknown,no
33,blue-collar,married,primary,no,-219,yes,no,cellular,17,64,1,-1,0,unknown,no
37,admin.,divorced,secondary,no,1533,yes,no,cellular,21,555,4,-1,0,unknown,yes
27,technician,single,secondary,no,2293,yes,no,cellular,18,317,3,364,1,other,no
50,admin.,single,secondary,no,3702,no,no,cellular,16,109,5,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,658,no,no,cellular,20,173,2,-1,0,unknown,no
28,technician,single,tertiary,no,-594,yes,yes,cellular,15,296,2,353,2,other,no
26,services,married,secondary,no,285,no,no,cellular,28,100,1,-1,0,unknown,no
47,technician,married,secondary,no,3466,yes,no,cellular,11,853,2,-1,0,unknown,yes
35,blue-collar,married,secondary,no,253,yes,no,cellular,15,452,1,345,1,other,no
30,management,single,tertiary,no,492,yes,no,cellular,7,94,1,-1,0,unknown,no
28,admin.,single,secondary,no,1391,yes,no,cellular,29,462,2,247,1,failure,no
59,management,divorced,tertiary,no,262,no,no,unknown,5,178,1,-1,0,unknown,no
44,technician,divorced,secondary,no,0,yes,no,cellular,28,463,2,-1,0,unknown,no
31,management,married,secondary,no,55,no,no,cellular,7,124,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,0,yes,no,cellular,11,273,3,-1,0,unknown,no
37,admin.,divorced,unknown,no,471,yes,no,cellular,18,200,1,-1,0,unknown,no
48,technician,single,tertiary,no,-551,yes,no,cellular,11,168,2,-1,0,unknown,no
45,technician,married,secondary,no,118,yes,no,unknown,7,208,2,-1,0,unknown,no
38,entrepreneur,married,primary,no,-786,yes,no,cellular,7,126,1,-1,0,unknown,no
32,services,single,secondary,no,-23,no,no,cellular,10,182,1,-1,0,unknown,no
48,admin.,married,secondary,no,112,no,no,cellular,18,139,5,-1,0,unknown,no
30,services,married,secondary,no,475,no,no,cellular,22,192,5,-1,0,unknown,no
